timestamp,"battery_soc"
"Nov 5, 2020 @ 14:35:41.359","0.25333973563298945"
"Nov 5, 2020 @ 14:35:36.318","0.2536758024275928"
"Nov 5, 2020 @ 14:35:31.278","0.25385874008768855"
"Nov 5, 2020 @ 14:35:26.236","0.25293091254392125"
"Nov 5, 2020 @ 14:35:21.195","0.2521886614263684"
"Nov 5, 2020 @ 14:35:16.147","0.2521146240615296"
"Nov 5, 2020 @ 14:35:11.091","0.25185509680754137"
"Nov 5, 2020 @ 14:35:06.037","0.25130185090766927"
"Nov 5, 2020 @ 14:35:00.982","0.25140012908511605"
"Nov 5, 2020 @ 14:34:55.917","0.25094296979408015"
"Nov 5, 2020 @ 14:34:50.810","0.25095526301066895"
"Nov 5, 2020 @ 14:34:45.703","0.2510450897472957"
"Nov 5, 2020 @ 14:34:40.593","0.25121718771860363"
"Nov 5, 2020 @ 14:34:35.496","0.2504574832545115"
"Nov 5, 2020 @ 14:34:30.400","0.25070783883635966"
"Nov 5, 2020 @ 14:34:25.327","0.25014319994614626"
"Nov 5, 2020 @ 14:34:20.280","0.2492980898410026"
"Nov 5, 2020 @ 14:34:15.205","0.24883066992959763"
"Nov 5, 2020 @ 14:34:10.127","0.24915489962846343"
"Nov 5, 2020 @ 14:34:05.082","0.24859337387781327"
"Nov 5, 2020 @ 14:34:00.039","0.24729900221359336"
"Nov 5, 2020 @ 14:33:54.993","0.24720634935313615"
"Nov 5, 2020 @ 14:33:49.952","0.24728569534435027"
"Nov 5, 2020 @ 14:33:44.891","0.24700700143601695"
"Nov 5, 2020 @ 14:33:39.838","0.24682316894929474"
"Nov 5, 2020 @ 14:33:34.776","0.24587284699026626"
"Nov 5, 2020 @ 14:33:29.726","0.24539871873632405"
"Nov 5, 2020 @ 14:33:24.683","0.24393036987565236"
"Nov 5, 2020 @ 14:33:19.639","0.24424321437143906"
"Nov 5, 2020 @ 14:33:14.579","0.24405909134877987"
"Nov 5, 2020 @ 14:33:09.535","0.24387305530866707"
"Nov 5, 2020 @ 14:33:04.494","0.24291765997206627"
"Nov 5, 2020 @ 14:32:59.440","0.24224006551212743"
"Nov 5, 2020 @ 14:32:54.383","0.24204669310284369"
"Nov 5, 2020 @ 14:32:49.338","0.24146649104736487"
"Nov 5, 2020 @ 14:32:44.301","0.24127386385901103"
"Nov 5, 2020 @ 14:32:39.240","0.2401327070612954"
"Nov 5, 2020 @ 14:32:34.191","0.23974808717079363"
"Nov 5, 2020 @ 14:32:29.138","0.2402578395584016"
"Nov 5, 2020 @ 14:32:24.090","0.24048698444505454"
"Nov 5, 2020 @ 14:32:19.039","0.2401018163880618"
"Nov 5, 2020 @ 14:32:13.971","0.23942250190222159"
"Nov 5, 2020 @ 14:32:08.923","0.2393191080998868"
"Nov 5, 2020 @ 14:32:03.878","0.23809004913867865"
"Nov 5, 2020 @ 14:31:58.835","0.2373134705684948"
"Nov 5, 2020 @ 14:31:53.762","0.23701517514848164"
"Nov 5, 2020 @ 14:31:48.685","0.23551822035011535"
"Nov 5, 2020 @ 14:31:43.570","0.2349204502965643"
"Nov 5, 2020 @ 14:31:38.479","0.23435271102945845"
"Nov 5, 2020 @ 14:31:33.378","0.23356371982973387"
"Nov 5, 2020 @ 14:31:28.293","0.23277748985584187"
"Nov 5, 2020 @ 14:31:23.206","0.23314603684520566"
"Nov 5, 2020 @ 14:31:18.151","0.232176944005723"
"Nov 5, 2020 @ 14:31:13.073","0.23231505624050222"
"Nov 5, 2020 @ 14:31:08.012","0.2313402564541377"
"Nov 5, 2020 @ 14:31:02.951","0.2309356459485739"
"Nov 5, 2020 @ 14:30:57.887","0.23129314320881358"
"Nov 5, 2020 @ 14:30:52.842","0.23041044793922894"
"Nov 5, 2020 @ 14:30:47.782","0.23037732237437708"
"Nov 5, 2020 @ 14:30:42.706","0.23006964469687738"
"Nov 5, 2020 @ 14:30:37.602","0.22985399950142205"
"Nov 5, 2020 @ 14:30:32.530","0.23007359344490436"
"Nov 5, 2020 @ 14:30:27.458","0.22953243166559165"
"Nov 5, 2020 @ 14:30:22.366","0.22938014641832555"
"Nov 5, 2020 @ 14:30:17.296","0.2282770862610164"
"Nov 5, 2020 @ 14:30:12.227","0.2276350447989978"
"Nov 5, 2020 @ 14:30:07.171","0.22653428698135544"
"Nov 5, 2020 @ 14:30:02.118","0.22534446872859468"
"Nov 5, 2020 @ 14:29:57.046","0.2245101094333148"
"Nov 5, 2020 @ 14:29:51.987","0.22434953437059033"
"Nov 5, 2020 @ 14:29:46.939","0.22389861076990383"
"Nov 5, 2020 @ 14:29:41.887","0.22457241865246572"
"Nov 5, 2020 @ 14:29:36.823","0.22557343739206268"
"Nov 5, 2020 @ 14:29:31.758","0.22512112473820123"
"Nov 5, 2020 @ 14:29:26.617","0.22486945566598318"
"Nov 5, 2020 @ 14:29:21.494","0.2248976022187406"
"Nov 5, 2020 @ 14:29:16.404","0.2250925656894126"
"Nov 5, 2020 @ 14:29:11.290","0.22389427856239605"
"Nov 5, 2020 @ 14:29:06.110","0.22446011598034565"
"Nov 5, 2020 @ 14:29:01.067","0.22430938366040842"
"Nov 5, 2020 @ 14:28:56.003","0.22376907678355626"
