Time,Pack V,Bus V,SOC,SOH,SOUE,Current,ChCLmt,DchCLmt,Aux. V,Max. CV,Min. CV,Dev. CV,Ave. CV,Max. CT,Min. CT,Dev. CT,Ave. CT,Iso. R,Board T,Max. ChV,Min. DchV,Max. I,Chg. kWh,Dch. kWh,Real V,Real I,Max DI,Max CI,P1_H_State,P1_H_Temp,P1_H_Current,P2_H_State,P2_H_Temp,P2_H_Current,P1S1 Cont. State,P1S2 Cont. State,P2S1 Cont. State,P2S2 Cont. State,P3S1 Cont. State,P3S2 Cont. State,Fan State,Heater State,Sys. State,WF State,P1 Warning,P1 Fault,P2 Warning,P2 Fault,P3 Warning,P3 Fault,MBMS_Warning,MBMS_Fault,S1_Vol,S1_SOC,S1_SOH,S1_CycleCnt,S1_Current,S1_ChCLmt,S1_DchCLmt,S1_Max. CV,S1_Min. CV,S1_Dev. CV,S1_Ave. CV,S1_Max. CT,S1_Min. CT,S1_Dev. CT,S1_Ave. CT,S2_Vol,S2_SOC,S2_SOH,S2_CycleCnt,S2_Current,S2_ChCLmt,S2_DchCLmt,S2_Max. CV,S2_Min. CV,S2_Dev. CV,S2_Ave. CV,S2_Max. CT,S2_Min. CT,S2_Dev. CT,S2_Ave. CT,
20-11-05 15:59:15,359.374,359.13,48,100,41,4.5,80,160,23.796,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0,40,80,3.748,3.738,0.01,3.738,28,27,1,27,359.13,44,100,9,4.6,40,80,3.74,3.735,0.005,3.735,28,26,2,26,
20-11-05 15:59:20,359.374,359.374,48,100,41,4.5,80,160,23.789,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,-0.2,40,80,3.75,3.738,0.012,3.738,28,27,1,27,359.374,44,100,9,4.5,40,80,3.74,3.738,0.002,3.738,28,26,2,26,
20-11-05 15:59:25,359.374,359.374,48,100,41,4.5,80,160,23.804,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,-0.2,40,80,3.75,3.738,0.012,3.74,28,27,1,27,359.374,44,100,9,4.6,40,80,3.743,3.738,0.005,3.738,28,26,2,26,
20-11-05 15:59:30,359.374,359.374,48,100,41,4.4,80,160,23.796,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,-0.1,40,80,3.75,3.738,0.012,3.74,28,27,1,27,359.374,44,100,9,4.6,40,80,3.743,3.738,0.005,3.738,28,26,2,26,
20-11-05 15:59:35,359.374,359.374,48,100,41,4.6,80,160,23.804,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.75,3.74,0.01,3.74,28,27,1,27,359.374,44,100,9,4.5,40,80,3.743,3.738,0.005,3.738,28,26,2,26,
20-11-05 15:59:40,359.374,359.374,48,100,41,4.5,80,160,23.804,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.75,3.74,0.01,3.74,28,26,2,27,359.374,44,100,9,4.6,40,80,3.745,3.738,0.007,3.738,28,26,2,26,
20-11-05 15:59:45,359.374,359.374,48,100,41,4.5,80,160,23.789,3.75,3.738,0.012,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.75,3.74,0.01,3.74,28,26,2,27,359.618,44,100,9,4.5,40,80,3.745,3.738,0.007,3.738,28,26,2,26,
20-11-05 15:59:50,359.618,359.374,48,100,41,4.5,80,160,23.796,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.752,3.74,0.012,3.743,28,26,2,27,359.618,44,100,9,4.5,40,80,3.745,3.738,0.007,3.74,28,26,2,26,
20-11-05 15:59:55,359.618,359.374,48,100,41,4.4,80,160,23.789,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.752,3.74,0.012,3.743,28,26,2,27,359.618,45,100,9,4.5,40,80,3.745,3.74,0.005,3.74,28,26,2,26,
20-11-05 16:00:00,359.618,359.618,48,100,41,4.5,80,160,23.796,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.752,3.74,0.012,3.743,28,26,2,27,359.618,45,100,9,4.4,40,80,3.745,3.74,0.005,3.74,28,26,2,26,
20-11-05 16:00:05,359.862,359.618,48,100,41,4.5,80,160,23.796,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,0,40,80,3.752,3.743,0.009,3.743,28,26,2,27,359.618,45,100,9,4.4,40,80,3.745,3.74,0.005,3.74,28,26,2,26,
20-11-05 16:00:10,359.618,359.618,48,100,41,4.4,80,160,23.789,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.752,3.743,0.009,3.743,28,26,2,27,359.618,45,100,9,4.5,40,80,3.745,3.74,0.005,3.74,28,26,2,26,
20-11-05 16:00:15,359.618,359.862,48,100,41,4.4,80,160,23.796,3.752,3.74,0.012,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,0,40,80,3.752,3.743,0.009,3.743,28,26,2,27,359.618,45,100,9,4.6,40,80,3.748,3.74,0.008,3.74,28,26,2,26,
20-11-05 16:00:20,359.862,359.862,48,100,41,4.5,80,160,23.796,3.752,3.74,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,-0.1,40,80,3.752,3.743,0.009,3.743,28,26,2,27,359.862,45,100,9,4.5,40,80,3.748,3.74,0.008,3.74,28,26,2,26,
20-11-05 16:00:25,359.862,359.862,48,100,41,4.3,80,160,23.804,3.752,3.74,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,0,40,80,3.752,3.745,0.007,3.745,28,26,2,27,359.618,45,100,9,4.5,40,80,3.748,3.74,0.008,3.743,28,26,2,26,
20-11-05 16:00:30,359.862,359.862,48,100,41,4.5,80,160,23.789,3.755,3.743,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,0,40,80,3.755,3.745,0.01,3.745,28,26,2,27,359.862,45,100,9,4.4,40,80,3.748,3.743,0.005,3.743,28,26,2,26,
20-11-05 16:00:35,359.862,359.862,48,100,41,4.4,80,160,23.789,3.755,3.743,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.755,3.745,0.01,3.745,28,26,2,27,359.862,45,100,9,4.7,40,80,3.748,3.743,0.005,3.743,28,26,2,26,
20-11-05 16:00:40,360.106,359.862,48,100,41,4.3,80,160,23.789,3.755,3.743,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,-0.1,40,80,3.755,3.745,0.01,3.745,28,26,2,27,360.106,45,100,9,4.6,40,80,3.75,3.743,0.007,3.743,28,26,2,26,
20-11-05 16:00:45,359.862,359.862,48,100,41,4.3,80,160,23.789,3.755,3.743,0.012,3.743,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,-0.1,40,80,3.755,3.745,0.01,3.745,28,26,2,27,359.862,45,100,9,4.6,40,80,3.75,3.743,0.007,3.743,28,26,2,26,
20-11-05 16:00:50,359.862,359.862,48,100,41,4.5,80,160,23.789,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,-0.1,40,80,3.755,3.745,0.01,3.745,28,26,2,27,359.862,45,100,9,4.5,40,80,3.75,3.743,0.007,3.743,28,26,2,26,
20-11-05 16:00:55,359.862,359.862,48,100,41,4.4,80,160,23.796,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,-0.1,40,80,3.757,3.745,0.012,3.748,28,26,2,27,360.106,45,100,9,4.5,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:00,359.862,359.862,48,100,41,4.3,80,160,23.789,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.745,0.012,3.748,28,26,2,27,360.106,45,100,9,4.5,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:05,360.106,359.862,48,100,41,4.4,80,160,23.804,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.748,0.009,3.748,28,26,2,27,359.862,45,100,9,4.7,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:10,360.106,359.862,48,100,41,4.4,80,160,23.796,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,-0.2,40,80,3.757,3.748,0.009,3.748,28,26,2,27,360.106,45,100,9,4.6,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:15,360.106,360.106,48,100,41,4.3,80,160,23.789,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.748,0.009,3.748,28,26,2,27,360.106,45,100,9,4.5,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:20,360.106,360.106,48,100,41,4.3,80,160,23.796,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.351,48,100,5,0,40,80,3.757,3.748,0.009,3.748,28,26,2,27,360.106,45,100,9,4.4,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:01:25,360.106,360.106,48,100,41,4.4,80,160,23.796,3.757,3.745,0.012,3.748,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,-0.1,40,80,3.757,3.748,0.009,3.748,28,26,2,27,360.351,45,100,9,4.6,40,80,3.752,3.745,0.007,3.745,28,26,2,26,
20-11-05 16:01:30,359.374,359.374,45,100,41,-0.6,80,160,23.804,3.748,3.738,0.01,3.74,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,-0.2,40,80,3.75,3.743,0.007,3.743,28,26,2,27,359.374,45,100,9,-0.7,40,80,3.745,3.74,0.005,3.74,28,26,2,26,
20-11-05 16:01:35,359.374,359.374,45,100,41,-0.7,80,160,23.789,3.748,3.738,0.01,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.618,48,100,5,0,40,80,3.748,3.74,0.008,3.743,28,26,2,27,359.618,45,100,9,-0.7,40,80,3.745,3.738,0.007,3.738,28,26,2,26,
20-11-05 16:01:41,359.374,359.374,45,100,41,-0.7,80,160,23.796,3.748,3.738,0.01,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0.1,40,80,3.748,3.74,0.008,3.74,28,26,2,27,359.374,45,100,9,-0.7,40,80,3.745,3.738,0.007,3.738,28,26,2,26,
20-11-05 16:01:46,359.374,359.374,45,100,41,-0.7,80,160,23.796,3.745,3.738,0.007,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0,40,80,3.748,3.738,0.01,3.74,28,26,2,26,359.374,45,100,9,-0.7,40,80,3.743,3.738,0.005,3.738,28,26,2,26,
20-11-05 16:01:51,359.374,359.13,45,100,41,-0.7,80,160,23.796,3.745,3.738,0.007,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0,40,80,3.748,3.738,0.01,3.74,28,26,2,27,359.374,45,100,9,-0.6,40,80,3.743,3.738,0.005,3.738,28,26,2,26,
20-11-05 16:01:56,359.13,359.374,45,100,41,-0.7,80,160,23.796,3.745,3.735,0.01,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0,40,80,3.745,3.738,0.007,3.74,28,26,2,26,359.13,45,100,9,-0.4,40,80,3.743,3.735,0.008,3.738,28,26,2,26,
20-11-05 16:02:01,359.13,359.13,45,100,41,1.4,80,160,23.789,3.745,3.735,0.01,3.738,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.374,48,100,5,0,40,80,3.745,3.738,0.007,3.74,28,26,2,26,359.13,45,100,9,-0.5,40,80,3.743,3.735,0.008,3.738,28,26,2,26,
20-11-05 16:02:06,359.862,359.862,48,100,41,4.4,80,160,23.804,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,359.862,48,100,5,0,40,80,3.755,3.743,0.012,3.745,28,26,2,26,359.862,45,100,9,4.6,40,80,3.748,3.743,0.005,3.743,28,26,2,26,
20-11-05 16:02:11,360.106,359.862,48,100,41,4.4,80,160,23.796,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,-0.2,40,80,3.757,3.745,0.012,3.748,28,26,2,26,360.106,45,100,9,4.6,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:02:16,360.106,359.862,48,100,41,4.4,80,160,23.796,3.757,3.745,0.012,3.745,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.745,0.012,3.748,28,26,2,26,360.106,45,100,9,4.6,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:02:21,360.106,360.106,48,100,41,4.5,80,160,23.789,3.757,3.745,0.012,3.745,28,25,3,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.748,0.009,3.748,28,26,2,26,360.106,45,100,9,4.5,40,80,3.75,3.745,0.005,3.745,28,26,2,26,
20-11-05 16:02:26,360.106,360.106,48,100,41,4.5,80,160,23.789,3.757,3.745,0.012,3.748,28,26,2,26,10000,28,40,30,160,1490,1510,0,0,0,0,Idle,000,000.00,Idle,000,000.00,Close,Close,Open,Open,Open,Open,0x0,0x0,Drive,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,360.106,48,100,5,0,40,80,3.757,3.748,0.009,3.748,28,26,2,26,360.106,45,100,9,4.5,40,80,3.752,3.745,0.007,3.745,28,26,2,26,
