1.605100338071118355e+09,1.400000000000000000e+04,
1.605100339093972683e+09,1.400000000000000000e+04,
1.605100340149134636e+09,1.400000000000000000e+04,
1.605100341182644367e+09,1.400000000000000000e+04,
1.605100384455031633e+09,1.400000000000000000e+04,
1.605100385477145910e+09,1.400000000000000000e+04,
1.605100386520789385e+09,1.400000000000000000e+04,
1.605100387556034803e+09,1.400000000000000000e+04,
1.605100388620143414e+09,1.400000000000000000e+04,
1.605100389658506393e+09,1.400000000000000000e+04,
1.605100390711721420e+09,1.400000000000000000e+04,
1.605100391758450031e+09,1.400000000000000000e+04,
1.605100392804041147e+09,1.400000000000000000e+04,
1.605100393856756449e+09,1.400000000000000000e+04,
1.605100394908119917e+09,1.400000000000000000e+04,
1.605100395955955029e+09,1.400000000000000000e+04,
1.605100397003815413e+09,1.400000000000000000e+04,
1.605100398056542635e+09,1.400000000000000000e+04,
1.605100399099979877e+09,1.400000000000000000e+04,
1.605100400138035059e+09,1.400000000000000000e+04,
1.605100401184871435e+09,1.400000000000000000e+04,
1.605100402215014219e+09,1.400000000000000000e+04,
1.605100403237686157e+09,1.400000000000000000e+04,
1.605100404285981655e+09,1.400000000000000000e+04,
1.605100405324510098e+09,1.400000000000000000e+04,
1.605100406357409716e+09,1.400000000000000000e+04,
1.605100407405019045e+09,1.400000000000000000e+04,
1.605100408451288462e+09,1.400000000000000000e+04,
1.605100409497295856e+09,1.400000000000000000e+04,
1.605100410549516439e+09,1.400000000000000000e+04,
1.605100411598737001e+09,1.400000000000000000e+04,
1.605100412643457174e+09,1.400000000000000000e+04,
1.605100413681995630e+09,1.400000000000000000e+04,
1.605100414724812031e+09,1.400000000000000000e+04,
1.605100415767297029e+09,1.400000000000000000e+04,
1.605100416813302040e+09,1.400000000000000000e+04,
1.605100417859955311e+09,1.400000000000000000e+04,
1.605100418899068117e+09,1.400000000000000000e+04,
1.605100419921251059e+09,1.400000000000000000e+04,
1.605100420962807655e+09,1.400000000000000000e+04,
1.605100422007705688e+09,1.400000000000000000e+04,
1.605100423056187153e+09,1.400000000000000000e+04,
1.605100424105431557e+09,1.400000000000000000e+04,
1.605100425147804260e+09,1.400000000000000000e+04,
1.605100426180996418e+09,1.400000000000000000e+04,
1.605100427233549833e+09,1.400000000000000000e+04,
1.605100428275932789e+09,1.400000000000000000e+04,
1.605100429325683117e+09,1.400000000000000000e+04,
1.605100430371722937e+09,1.400000000000000000e+04,
1.605100431407358646e+09,1.400000000000000000e+04,
1.605100432436156511e+09,1.400000000000000000e+04,
1.605100433462286949e+09,1.400000000000000000e+04,
1.605100434510154486e+09,1.400000000000000000e+04,
1.605100435550765514e+09,1.400000000000000000e+04,
1.605100436596252680e+09,1.400000000000000000e+04,
1.605100437635015488e+09,1.400000000000000000e+04,
1.605100438686333656e+09,1.400000000000000000e+04,
1.605100439720156670e+09,1.400000000000000000e+04,
1.605100440768900633e+09,1.400000000000000000e+04,
1.605100441806688547e+09,1.400000000000000000e+04,
1.605100442841761351e+09,1.400000000000000000e+04,
1.605100443880293846e+09,1.400000000000000000e+04,
1.605100444930059433e+09,1.400000000000000000e+04,
1.605100445978198051e+09,1.400000000000000000e+04,
1.605100447014423132e+09,1.400000000000000000e+04,
1.605100448064049721e+09,1.400000000000000000e+04,
1.605100449113516808e+09,1.400000000000000000e+04,
1.605100450165594101e+09,1.400000000000000000e+04,
1.605100451217612028e+09,1.400000000000000000e+04,
1.605100452259659529e+09,1.400000000000000000e+04,
1.605100453307745218e+09,1.400000000000000000e+04,
1.605100454348889589e+09,1.400000000000000000e+04,
1.605100455394145966e+09,1.400000000000000000e+04,
1.605100456443208933e+09,1.400000000000000000e+04,
1.605100457471875668e+09,1.400000000000000000e+04,
1.605100458520594597e+09,1.400000000000000000e+04,
1.605100459561463118e+09,1.400000000000000000e+04,
1.605100460603048801e+09,1.400000000000000000e+04,
1.605100461635074139e+09,1.400000000000000000e+04,
1.605100462677376509e+09,1.400000000000000000e+04,
1.605100463701769829e+09,1.400000000000000000e+04,
1.605100464729591370e+09,1.400000000000000000e+04,
1.605100465770023108e+09,1.400000000000000000e+04,
1.605100466817983150e+09,1.400000000000000000e+04,
1.605100467865327358e+09,1.400000000000000000e+04,
1.605100468915997744e+09,1.400000000000000000e+04,
1.605100469966208696e+09,1.400000000000000000e+04,
1.605100471016664982e+09,1.400000000000000000e+04,
1.605100472063690901e+09,1.400000000000000000e+04,
1.605100473114261150e+09,1.400000000000000000e+04,
1.605100474166936636e+09,1.400000000000000000e+04,
1.605100475221299648e+09,1.400000000000000000e+04,
1.605100476265304565e+09,1.400000000000000000e+04,
1.605100477310482502e+09,1.400000000000000000e+04,
1.605100478348674536e+09,1.400000000000000000e+04,
1.605100479400584698e+09,1.400000000000000000e+04,
1.605100480448001385e+09,1.400000000000000000e+04,
1.605100481481865883e+09,1.400000000000000000e+04,
1.605100482524118185e+09,1.400000000000000000e+04,
1.605100483561327934e+09,1.400000000000000000e+04,
1.605100484617013931e+09,1.400000000000000000e+04,
1.605100485662619591e+09,1.400000000000000000e+04,
1.605100486709085464e+09,1.400000000000000000e+04,
1.605100487749592066e+09,1.400000000000000000e+04,
1.605100488782736778e+09,1.400000000000000000e+04,
1.605100489810316563e+09,1.400000000000000000e+04,
1.605100490852592707e+09,1.400000000000000000e+04,
1.605100491896530151e+09,1.400000000000000000e+04,
1.605100492921410322e+09,1.400000000000000000e+04,
1.605100493961459637e+09,1.400000000000000000e+04,
1.605100495013946772e+09,1.400000000000000000e+04,
1.605100496058064699e+09,1.400000000000000000e+04,
1.605100497112593889e+09,1.400000000000000000e+04,
1.605100498165917158e+09,1.400000000000000000e+04,
1.605100499221611977e+09,1.400000000000000000e+04,
1.605100500268272400e+09,1.400000000000000000e+04,
1.605100501314223289e+09,1.400000000000000000e+04,
1.605100502363085508e+09,1.400000000000000000e+04,
1.605100503413400173e+09,1.400000000000000000e+04,
1.605100504458588839e+09,1.400000000000000000e+04,
1.605100505489555597e+09,1.400000000000000000e+04,
1.605100506532923460e+09,1.400000000000000000e+04,
1.605100507563558340e+09,1.400000000000000000e+04,
1.605100508613677025e+09,1.400000000000000000e+04,
1.605100509652045965e+09,1.400000000000000000e+04,
1.605100510689759254e+09,1.400000000000000000e+04,
1.605100511736446381e+09,1.400000000000000000e+04,
1.605100512773523092e+09,1.400000000000000000e+04,
1.605100513823432922e+09,1.400000000000000000e+04,
